,0
341,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_37.jpg
342,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_38.jpg
343,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_39.jpg
344,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_4.jpg
345,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_40.jpg
346,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_41.jpg
347,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_42.jpg
348,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_43.jpg
349,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_44.jpg
350,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_45.jpg
351,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_46.jpg
352,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_47.jpg
353,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_48.jpg
354,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_49.jpg
355,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_5.jpg
356,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_50.jpg
357,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_51.jpg
358,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_52.jpg
359,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_53.jpg
360,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_54.jpg
361,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_55.jpg
362,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_56.jpg
363,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_57.jpg
364,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_58.jpg
365,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_59.jpg
366,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_6.jpg
367,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_60.jpg
368,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_61.jpg
369,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_62.jpg
370,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_63.jpg
371,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_64.jpg
372,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_65.jpg
373,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_66.jpg
374,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_67.jpg
375,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_68.jpg
376,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_69.jpg
377,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_7.jpg
378,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_70.jpg
379,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_71.jpg
380,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_72.jpg
381,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_73.jpg
382,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_74.jpg
383,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_75.jpg
384,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_76.jpg
385,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_77.jpg
386,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_78.jpg
387,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_79.jpg
388,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_8.jpg
389,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_80.jpg
390,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_81.jpg
391,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_82.jpg
392,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_83.jpg
393,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_84.jpg
394,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_85.jpg
395,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_86.jpg
396,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_87.jpg
397,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_88.jpg
398,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_89.jpg
399,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_9.jpg
400,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_90.jpg
401,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_91.jpg
402,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_92.jpg
403,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_93.jpg
404,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_94.jpg
405,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_95.jpg
406,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_96.jpg
407,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_97.jpg
408,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_98.jpg
409,D:\Nepali_character_Recognisation\Nepali_Character_dataset\11\Img_99.jpg
410,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_0.jpg
411,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_1.jpg
412,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_10.jpg
413,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_100.jpg
414,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_101.jpg
415,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_102.jpg
416,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_103.jpg
417,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_104.jpg
418,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_105.jpg
419,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_106.jpg
420,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_107.jpg
421,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_108.jpg
422,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_109.jpg
423,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_11.jpg
424,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_110.jpg
425,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_111.jpg
426,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_112.jpg
427,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_113.jpg
428,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_114.jpg
429,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_115.jpg
430,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_116.jpg
431,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_117.jpg
432,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_118.jpg
433,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_119.jpg
434,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_12.jpg
435,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_120.jpg
436,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_121.jpg
437,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_122.jpg
438,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_123.jpg
439,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_124.jpg
440,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_125.jpg
441,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_126.jpg
442,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_127.jpg
443,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_128.jpg
444,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_129.jpg
445,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_13.jpg
446,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_130.jpg
447,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_131.jpg
448,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_132.jpg
449,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_133.jpg
450,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_134.jpg
451,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_135.jpg
452,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_136.jpg
453,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_137.jpg
454,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_138.jpg
455,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_139.jpg
456,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_14.jpg
457,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_140.jpg
458,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_141.jpg
459,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_142.jpg
460,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_143.jpg
461,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_144.jpg
462,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_145.jpg
463,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_146.jpg
464,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_147.jpg
465,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_148.jpg
466,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_149.jpg
467,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_15.jpg
468,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_150.jpg
469,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_151.jpg
470,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_152.jpg
471,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_153.jpg
472,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_154.jpg
473,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_155.jpg
474,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_156.jpg
475,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_157.jpg
476,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_158.jpg
477,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_159.jpg
478,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_16.jpg
479,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_160.jpg
480,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_161.jpg
481,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_162.jpg
482,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_163.jpg
483,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_164.jpg
484,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_165.jpg
485,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_166.jpg
486,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_167.jpg
487,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_168.jpg
488,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_169.jpg
489,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_17.jpg
490,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_170.jpg
491,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_171.jpg
492,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_172.jpg
493,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_173.jpg
494,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_174.jpg
495,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_175.jpg
496,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_176.jpg
497,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_177.jpg
498,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_178.jpg
499,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_179.jpg
500,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_18.jpg
501,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_180.jpg
502,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_181.jpg
503,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_182.jpg
504,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_183.jpg
505,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_184.jpg
506,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_185.jpg
507,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_186.jpg
508,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_187.jpg
509,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_188.jpg
510,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_189.jpg
511,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_19.jpg
512,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_190.jpg
513,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_191.jpg
514,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_192.jpg
515,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_193.jpg
516,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_194.jpg
517,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_195.jpg
518,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_196.jpg
519,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_197.jpg
520,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_198.jpg
521,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_199.jpg
522,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_2.jpg
523,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_20.jpg
524,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_200.jpg
525,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_201.jpg
526,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_202.jpg
527,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_203.jpg
528,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_204.jpg
529,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_21.jpg
530,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_22.jpg
531,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_23.jpg
532,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_24.jpg
533,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_25.jpg
534,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_26.jpg
535,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_27.jpg
536,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_28.jpg
537,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_29.jpg
538,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_3.jpg
539,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_30.jpg
540,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_31.jpg
541,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_32.jpg
542,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_33.jpg
543,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_34.jpg
544,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_35.jpg
545,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_36.jpg
546,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_37.jpg
547,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_38.jpg
548,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_39.jpg
549,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_4.jpg
550,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_40.jpg
551,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_41.jpg
552,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_42.jpg
553,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_43.jpg
554,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_44.jpg
555,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_45.jpg
556,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_46.jpg
557,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_47.jpg
558,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_48.jpg
559,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_49.jpg
560,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_5.jpg
561,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_50.jpg
562,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_51.jpg
563,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_52.jpg
564,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_53.jpg
565,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_54.jpg
566,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_55.jpg
567,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_56.jpg
568,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_57.jpg
569,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_58.jpg
570,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_59.jpg
571,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_6.jpg
572,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_60.jpg
573,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_61.jpg
574,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_62.jpg
575,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_63.jpg
576,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_64.jpg
577,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_65.jpg
578,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_66.jpg
579,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_67.jpg
580,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_68.jpg
581,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_69.jpg
582,D:\Nepali_character_Recognisation\Nepali_Character_dataset\12\Img_7.jpg
